year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2002,Audi,A6,3.0 quattro,sedan,automatic,wault64b52n123167,MA,2.9,147871,blue,gray,boch new to you superstore,1475,1800,Thu Jun 18 2015 11:30:00 GMT-0700 (PDT)
2002,Audi,A6,2.7T quattro,Sedan,automatic,wauld64b72n088628,FL,2.4,95718,blue,beige,mercedes-benz of pompano,3025,2700,Tue Feb 24 2015 10:00:00 GMT-0800 (PST)
2005,Audi,A6,3.2 quattro,Sedan,automatic,waudg74f95n096299,MO,2.8,103918,silver,gray,dt credit corporation,6475,6000,Wed Dec 31 2014 10:30:00 GMT-0800 (PST)
2005,Audi,A6,3.2 quattro,Sedan,automatic,waudt74f15n048856,NC,1.9,103200,blue,tan,manheim atlanta,6250,5100,Mon Mar 02 2015 01:00:00 GMT-0800 (PST)
2005,Audi,A6,3.2 quattro,Sedan,NA,waudg74f65n108666,NJ,4,201038,silver,gray,donate for charity,2525,1500,Wed May 20 2015 05:00:00 GMT-0700 (PDT)
2006,Audi,A6,3.2 Avant quattro,Wagon,automatic,waukh74f36n123566,VA,2.9,125411,gray,gray,dt credit corporation,6525,2500,Thu Feb 26 2015 03:50:00 GMT-0800 (PST)
2008,Audi,A6,3.2 quattro,sedan,automatic,waueh74f18n035776,WA,4.8,76141,gray,black,robert larson's hyundai,12150,13600,Wed Jun 03 2015 07:10:00 GMT-0700 (PDT)
2008,Audi,A6,3.2,Sedan,automatic,wauah74fx8n163545,CA,4.1,88252,silver,gray,nvp remarketing,10450,11200,Tue Jan 27 2015 04:00:00 GMT-0800 (PST)
2012,Audi,A6,3.0T Premium quattro,Sedan,automatic,wauggafc2cn094582,NJ,2.6,50124,white,beige,"vw credit, inc",27200,25200,Wed Jan 07 2015 09:30:00 GMT-0800 (PST)
2012,Audi,A6,3.0T Premium quattro,Sedan,NA,wauhgafc2cn095350,PA,2.1,32030,black,brown,"vw credit, inc/pilot",31600,29400,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2012,Audi,A6,3.0T Premium quattro,Sedan,automatic,wauggafc7cn046625,WA,4.8,17991,silver,black,bmw northwest,33200,35500,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2012,Audi,A6,3.0T Premium quattro,Sedan,automatic,wauggafc9cn051955,CA,3.2,69951,white,beige,ecars,22400,23900,Tue Feb 10 2015 04:30:00 GMT-0800 (PST)
2012,Audi,A6,2.0T Premium,sedan,NA,waudfafc2cn135220,PA,4.4,30872,gray,black,sun motor cars porsche audi mechanicsburg,27400,27500,Thu Jun 11 2015 02:00:00 GMT-0700 (PDT)
2013,Audi,A6,3.0T Premium Plus quattro,Sedan,NA,wauggafc6dn030515,PA,4.6,21558,gray,black,keyvoor inc,36900,37500,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2013,Audi,A6,3.0T Prestige quattro,Sedan,automatic,wauhgafc5dn129380,CA,4.6,17217,white,black,high bid trading co inc,42100,42750,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2014,Audi,A6,3.0T Premium Plus quattro,Sedan,automatic,waufgafc1en109698,GA,4.7,13441,â€”,black,vw credit xu ready,43000,43000,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2014,Audi,A6,2.0T Premium Plus quattro,Sedan,automatic,waugfafc5en018909,IL,4.3,8448,black,black,mercedes benz of chicago,36400,37000,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2014,Audi,A6,3.0T Prestige quattro,Sedan,automatic,wauhgafc0en044853,CA,3.9,35497,white,beige,walters auto sales/service inc,48500,44500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Audi,A7,Premium quattro,Sedan,automatic,wausgafc8cn022232,NJ,2.8,37946,black,black,"vw credit, inc",38400,36200,Wed Jan 14 2015 09:30:00 GMT-0800 (PST)
2012,Audi,A7,Premium quattro,Sedan,NA,wauygafc1cn060914,PA,4,49622,white,beige,r hollenshead auto sales inc,37300,40000,Fri Feb 20 2015 09:00:00 GMT-0800 (PST)
2014,Audi,A7,Premium Plus quattro,sedan,automatic,wauwgafc8en051962,FL,4.1,13135,silver,black,schumacher auto group inc,50000,51000,Tue Jun 16 2015 02:15:00 GMT-0700 (PDT)
2012,Audi,A8,L 4.2 quattro,Sedan,automatic,waurvafd4cn010270,NJ,3.7,17792,â€”,gray,"vw credit, inc",46800,47000,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2009,Audi,Q5,3.2 Premium quattro,SUV,automatic,wa1kk78r79a043914,GA,3.7,57186,blue,beige,jim ellis,18150,20000,Thu Jun 04 2015 02:30:00 GMT-0700 (PDT)
2010,Audi,Q5,3.2 Premium quattro,SUV,automatic,wa1lkafp2aa074530,FL,3.9,58257,silver,black,volvo of ft myers,21900,20000,Wed Jan 07 2015 16:40:00 GMT-0800 (PST)
2010,Audi,Q5,3.2 Premium quattro,SUV,automatic,wa1wkbfp8aa011242,WA,4.5,91624,black,black,robert larson's hyundai,17950,19700,Wed Jan 28 2015 06:00:00 GMT-0800 (PST)
2012,Audi,Q5,2.0T Premium quattro,SUV,NA,wa1lfafpxca071432,FL,4.1,9292,black,tan,prestige motorcar imports inc,33700,29500,Tue Dec 30 2014 09:20:00 GMT-0800 (PST)
2013,Audi,Q5,2.0T Premium Plus quattro,SUV,NA,wa1lfafp9da077868,PA,3.8,41464,black,black,avis corporation,29000,28900,Fri Jan 02 2015 09:00:00 GMT-0800 (PST)
2007,Audi,Q7,4.2 quattro,SUV,automatic,wa1av74lx7d025066,NV,3.6,112633,white,black,audi henderson,11350,13250,Thu Feb 19 2015 14:30:00 GMT-0800 (PST)
2007,Audi,Q7,3.6 Premium quattro,SUV,automatic,wa1by74lx7d060296,FL,3.3,81177,blue,beige,the collection,13800,16000,Thu Dec 18 2014 09:15:00 GMT-0800 (PST)
2007,Audi,Q7,4.2 Premium quattro,suv,automatic,wa1bv94l27d014384,FL,3.9,110236,black,black,prestige audi,13700,12600,Fri May 29 2015 02:35:00 GMT-0700 (PDT)
2008,Audi,Q7,3.6 quattro,SUV,automatic,wa1ay94l88d040668,CA,2.5,101633,gray,black,santander consumer,12600,12300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2008,Audi,Q7,3.6 Premium quattro,SUV,NA,wa1by74l28d061184,PA,3.1,77673,gray,beige,r hollenshead auto sales inc,16300,18500,Fri Feb 20 2015 09:00:00 GMT-0800 (PST)
2008,Audi,Q7,4.2 Premium quattro,SUV,automatic,wa1ev74l98d032576,CO,3.9,43469,silver,black,remarketing by ge/manheim denver,18100,23200,Wed Feb 18 2015 04:00:00 GMT-0800 (PST)
2012,Audi,Q7,3.0T Premium quattro,SUV,automatic,wa1lmafe2cd002270,CA,2.7,55828,gray,black,volkswagen credit inc/sc,34600,34000,Thu May 21 2015 05:30:00 GMT-0700 (PDT)
2012,Audi,Q7,3.0T Premium quattro,SUV,NA,wa1lmafexcd001545,PA,4.2,34427,silver,black,r hollenshead auto sales inc,39200,37000,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
2013,Audi,Q7,3.0T Premium quattro,SUV,automatic,wa1cgafe2dd012631,GA,3.7,18233,black,black,germain bmw of naples,37300,37500,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2014,Audi,Q7,3.0T Premium Plus quattro,suv,automatic,wa1lgafe3ed009495,FL,3.8,14515,black,gray,summer enterprises of miami inc,43600,43600,Tue Jun 02 2015 05:00:00 GMT-0700 (PDT)
2014,Audi,RS 7,Prestige quattro,Sedan,automatic,wuaw2afc6en903990,CA,4.8,6110,black,black,high bid trading co inc,103000,104000,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2004,Audi,S4,quattro,Sedan,automatic,waupl68e74a180227,NV,2.2,98359,gray,black,audi henderson,6575,7500,Thu Jan 22 2015 06:30:00 GMT-0800 (PST)
2008,Audi,S4,quattro,sedan,NA,waugl78e68a097013,PA,3.6,58621,black,black,r hollenshead auto sales inc,19250,19500,Fri Jun 05 2015 02:00:00 GMT-0700 (PDT)
2012,Audi,S4,Premium Plus quattro,sedan,NA,waukgafl7ca020558,PA,3.7,34799,black,black,towne bmw mini maserati of buffalo,34300,31250,Thu Jun 11 2015 02:30:00 GMT-0700 (PDT)
2012,Audi,S4,Premium Plus quattro,Sedan,automatic,waubgafl9ca058423,CA,3.7,47199,black,gray,ge fleet services for itself/servicer,28000,29250,Tue Dec 30 2014 12:00:00 GMT-0800 (PST)
2014,Audi,S4,Premium Plus quattro,Sedan,automatic,waubgafl7ea131727,FL,4.8,4463,â€”,black,vw credit xu ready,42100,44800,Wed Jan 21 2015 01:30:00 GMT-0800 (PST)
2009,Audi,S5,quattro,Coupe,NA,waurv78t99a032949,GA,3.5,31884,white,black,financial services remarketing (lease),28000,25900,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2007,Audi,S8,quattro,Sedan,automatic,waupn44ex7n011661,CA,4.1,54440,black,black,fratelli investment group,28500,29250,Wed Jan 07 2015 12:15:00 GMT-0800 (PST)
2001,Audi,TT,180hp,Convertible,manual,trutx28n411027031,FL,1.9,107482,silver,black,autonation chevrolet pembroke pines,3075,3900,Tue Jan 13 2015 10:00:00 GMT-0800 (PST)
2001,Audi,TT,225hp quattro,Convertible,manual,truut28n711002723,CO,2.9,90800,silver,brown,cherry creek chevrolet,5275,4700,Tue Mar 10 2015 05:00:00 GMT-0700 (PDT)
2008,Audi,TT,3.2 quattro,Convertible,automatic,trurd38j981011634,NC,4.4,43476,silver,gray,remarketing by ge/nextgear capital,19000,20000,Mon Dec 29 2014 09:30:00 GMT-0800 (PST)
2008,Audi,TT,3.2 quattro,hatchback,automatic,trudd38jx81002497,CA,3.9,54298,gold,gray,hoehn motors inc,18250,19000,Tue Jun 16 2015 05:30:00 GMT-0700 (PDT)
2008,BMW,1 Series,135i,Convertible,automatic,wbaun93588vf56361,CA,2.6,84884,white,black,financial services remarketing (lease),11950,12100,Tue Feb 03 2015 04:30:00 GMT-0800 (PST)
2008,BMW,1 Series,128i,Convertible,automatic,wbaun13598vh80174,CA,3.9,72241,white,black,mckenna audi/mckenna bmw,11900,13800,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
2008,BMW,1 Series,135i,Convertible,automatic,wbaun93578vf54777,FL,2.8,76377,gray,brown,starling chevrolet cadillac llc,13600,13600,Wed Feb 11 2015 01:30:00 GMT-0800 (PST)
2009,BMW,1 Series,128i,Coupe,automatic,wbaup93599vf48958,NC,3.7,70865,black,gray,regional acceptance corporation / greenville,11600,11200,Mon Mar 09 2015 02:30:00 GMT-0700 (PDT)
2010,BMW,1 Series,135i,Convertible,automatic,wbaun9c51avk41792,FL,3.8,44565,blue,black,autonation lincoln clearwater,20000,19400,Tue Feb 17 2015 01:15:00 GMT-0800 (PST)
2011,BMW,1 Series,128i,convertible,NA,wbaun1c53bvh83059,PA,3.8,70929,blue,beige,alans autos,16000,14800,Fri Jun 12 2015 02:00:00 GMT-0700 (PDT)
2012,BMW,1 Series,135i,Coupe,automatic,wbauc9c50cvm12783,FL,3.6,22193,black,â€”,financial services remarketing (lease),25900,26400,Tue Jun 02 2015 04:00:00 GMT-0700 (PDT)
2012,BMW,1 Series,128i,Coupe,automatic,wbaup9c56cvs93903,CA,4.5,15774,black,black,financial services remarketing (lease),20900,22000,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2012,BMW,1 Series,135i,Convertible,automatic,wbaun7c57cvm26372,CA,4.9,26733,black,gray,financial services remarketing (lease),27000,29000,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2012,BMW,1 Series,128i,Convertible,automatic,wbaun1c59cvr00268,GA,4,33951,white,red,financial services remarketing (lease),23000,24800,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
1997,BMW,3 Series,328i,Sedan,automatic,wbacd4325vav50864,MD,2,1,blue,beige,c & s autobrokers,1600,450,Tue Jan 27 2015 05:00:00 GMT-0800 (PST)
1999,BMW,3 Series,328i,Sedan,manual,wbaam5336xkg05375,TX,1.9,138545,silver,black,texas direct auto,2150,800,Wed Feb 25 2015 02:20:00 GMT-0800 (PST)
1999,BMW,3 Series,323i,Convertible,automatic,wbabj8332xem25630,PA,4.3,51433,silver,beige,r hollenshead auto sales inc,3350,5400,Fri Mar 06 2015 01:00:00 GMT-0800 (PST)
1999,BMW,3 Series,328i,Sedan,manual,wbaam5334xkg09473,VA,2,266789,silver,gray,purple heart,875,300,Thu Mar 05 2015 03:50:00 GMT-0800 (PST)
2001,BMW,3 Series,330xi,Sedan,automatic,wbaav53431js97257,NJ,1.9,169341,gray,black,dch freehold nissan,1975,1900,Wed Jan 07 2015 09:30:00 GMT-0800 (PST)
2001,BMW,3 Series,330xi,Sedan,automatic,wbaav53431fk46179,WA,2,144401,gray,black,wells fargo dealer services,2850,2500,Wed Feb 25 2015 04:45:00 GMT-0800 (PST)
2002,BMW,3 Series,325xi,Sedan,automatic,wbaeu334x2pf64260,PA,3.6,129681,blue,gray,security auto loans inc,3075,2200,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2003,BMW,3 Series,325i,Sedan,automatic,wbaaz33403kp79769,FL,2.9,144210,gray,black,courtesy kia of brandon,2900,2400,Thu Dec 18 2014 16:20:00 GMT-0800 (PST)
2003,BMW,3 Series,330Ci,Convertible,manual,wbabs534x3ev90291,AZ,2.8,153171,silver,gray,pacific funding,3050,3100,Thu Feb 05 2015 03:00:00 GMT-0800 (PST)
2003,BMW,3 Series,325i,Sedan,automatic,wbaev33463kr25024,GA,2.5,157643,blue,beige,gwinnett place honda,2750,2600,Tue Jan 20 2015 05:00:00 GMT-0800 (PST)
2003,BMW,3 Series,325i,Sedan,automatic,wbaet37413nj39808,NV,1.9,109997,blue,gray,mark one financial,3725,2500,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2003,BMW,3 Series,330i,Sedan,automatic,wbaev53403km31267,VA,3.6,106143,blue,beige,"jpmorgan chase bank,n.a.",4275,4600,Thu Dec 18 2014 09:20:00 GMT-0800 (PST)
2003,BMW,3 Series,325i,Sedan,automatic,wbaet374x3nj30086,FL,1.9,129030,white,tan,storm motors miami llc,3525,1700,Fri Jan 23 2015 01:35:00 GMT-0800 (PST)
2003,BMW,3 Series,330i,Sedan,automatic,wbaev534x3km25282,VA,1.9,104559,blue,gray,mercedes benz of fredericksburg,4050,4300,Thu Feb 26 2015 01:35:00 GMT-0800 (PST)
2004,BMW,3 Series,330Ci,Coupe,automatic,wbabd53424pl14476,CA,3.1,140177,black,black,tdaf remarketing,4525,5600,Tue Mar 03 2015 04:30:00 GMT-0800 (PST)
2004,BMW,3 Series,325i,Sedan,automatic,wbaev33484kr35605,CA,2,166086,white,beige,ideal transportation,2675,1500,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2004,BMW,3 Series,325i,Sedan,automatic,wbaet37484nj95343,MD,2.5,150422,red,â€”,manheim baltimore-washington,2950,2650,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
2004,BMW,3 Series,325i,Sedan,automatic,wbaaz33454kp90705,CA,3.7,120346,blue,gray,huntington beach ford,3925,4100,Wed Jan 21 2015 04:15:00 GMT-0800 (PST)
2004,BMW,3 Series,325i,Sedan,automatic,wbaev33484kr29142,CA,1,106369,black,black,purple heart services inc,4325,2600,Wed Mar 04 2015 03:00:00 GMT-0800 (PST)
2004,BMW,3 Series,325i,Sedan,automatic,wbaev33434kr30750,TN,2.9,140197,silver,gray,darrell waltrip honda,3200,3100,Wed Feb 11 2015 02:30:00 GMT-0800 (PST)
2005,BMW,3 Series,325i,Sedan,automatic,wbaet37425nj90432,CA,2.6,105009,white,gray,prestige auto wholesale inc,4300,4900,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2006,BMW,3 Series,325i,Sedan,automatic,wbavb135x6k001440,CA,4.2,87815,black,black,garys auto sales inc,7625,9900,Thu Feb 19 2015 04:00:00 GMT-0800 (PST)
2006,BMW,3 Series,330Ci,Convertible,automatic,wbabw534x6pl54091,NC,3.2,69673,silver,gray,triangle auto sales inc,10950,12500,Mon Mar 09 2015 02:30:00 GMT-0700 (PDT)
2006,BMW,3 Series,325i,Sedan,automatic,wbavb17506nk41587,FL,2.4,104074,black,brown,wayne akers ford inc,7100,6500,Thu Feb 05 2015 02:05:00 GMT-0800 (PST)
2006,BMW,3 Series,325Ci,Coupe,automatic,wbabd33446pm51409,NE,2.5,94458,gray,gray,dm northwest inc,5800,7000,Thu Feb 05 2015 03:00:00 GMT-0800 (PST)
2006,BMW,3 Series,325i,sedan,automatic,wbavb13526pt21564,VA,4.2,132451,red,beige,superior wholesalers inc,5425,6400,Thu Jun 11 2015 02:35:00 GMT-0700 (PDT)
2006,BMW,3 Series,325i,Sedan,automatic,wbavb13506kx34581,TN,1.9,148455,white,tan,santander consumer,5350,3000,Tue Feb 03 2015 02:30:00 GMT-0800 (PST)
2006,BMW,3 Series,325xi,Sedan,automatic,wbavd13596kv04130,IL,2.5,76926,silver,black,wells fargo dealer services,8825,8300,Thu May 14 2015 03:00:00 GMT-0700 (PDT)
2006,BMW,3 Series,330i,Sedan,automatic,wbavb33576ps13341,NC,2.8,106709,silver,black,hendrick volkswagen of concord,8325,8700,Wed Jan 07 2015 14:30:00 GMT-0800 (PST)
2006,BMW,3 Series,325i,sedan,automatic,wbavb135x6pt03426,FL,2.6,125085,gray,tan,westlake financial services,5900,4600,Thu May 28 2015 08:00:00 GMT-0700 (PDT)
2006,BMW,3 Series,325i,Sedan,NA,wbavb13536kx41458,TX,3,105627,white,tan,tdaf remarketing,7175,5900,Wed Feb 04 2015 02:00:00 GMT-0800 (PST)
2006,BMW,3 Series,325i,sedan,manual,wbavb13586ps66585,NV,3.4,97177,white,tan,prestige chrysler jeep dodge,7075,7300,Fri Jun 12 2015 05:00:00 GMT-0700 (PDT)
2006,BMW,3 Series,330i,sedan,automatic,wbavb33536ps14356,FL,2.8,111262,black,black,dt credit corporation,7375,6800,Tue Jun 09 2015 02:15:00 GMT-0700 (PDT)
2007,BMW,3 Series,328i,Sedan,automatic,wbava33527kx79103,CA,2.9,84646,black,beige,acura of riverside,8850,9500,Tue Feb 10 2015 04:30:00 GMT-0800 (PST)
2007,BMW,3 Series,328xi,Sedan,NA,wbavc73547kp36559,PA,2.5,114302,silver,black,ryan mtrs of morristown inc,7725,5800,Fri Jan 09 2015 08:29:00 GMT-0800 (PST)
2007,BMW,3 Series,328i,sedan,automatic,wbava33597pg52306,NJ,3.4,83957,blue,tan,bmw of mount laurel,8675,9100,Wed Jun 03 2015 02:30:00 GMT-0700 (PDT)
2007,BMW,3 Series,335i,coupe,automatic,wbawb73597p034117,NV,3.5,79333,white,beige,bul connections llc,12950,13500,Fri Jun 19 2015 04:45:00 GMT-0700 (PDT)
2007,BMW,3 Series,328i,Coupe,automatic,wbawb33527pv73493,FL,2.1,93335,black,black,santander consumer,10650,9300,Wed Feb 04 2015 01:05:00 GMT-0800 (PST)
2007,BMW,3 Series,328xi,Sedan,automatic,wbavc935x7k030708,MD,2.2,101784,silver,black,capital one auto finance,7850,6200,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2007,BMW,3 Series,335i,Coupe,manual,wbawb73517p025010,FL,2,121426,black,red,mercedes benz of tampa,8575,10000,Thu Jan 08 2015 16:30:00 GMT-0800 (PST)
2007,BMW,3 Series,328i,Coupe,automatic,wbawb33507pv70785,TN,1.9,102138,black,black,meridian remarketing,10250,7200,Tue Jan 27 2015 02:30:00 GMT-0800 (PST)
2007,BMW,3 Series,328xi,Sedan,NA,wbavc93567k031225,PA,3.7,54421,red,beige,adcock brothers inc,9950,10700,Fri Jan 02 2015 09:00:00 GMT-0800 (PST)
2007,BMW,3 Series,328i,Coupe,automatic,wbawv13537p117109,NV,2.6,41882,blue,â€”,financial services remarketing (repos),12800,12250,Thu Feb 19 2015 14:00:00 GMT-0800 (PST)
2007,BMW,3 Series,328i,Sedan,NA,wbava33527kx70658,NJ,1.9,86197,black,black,pine belt enterprises inc,9150,8000,Wed Mar 04 2015 01:30:00 GMT-0800 (PST)
2007,BMW,3 Series,328i,sedan,automatic,wbava33587pg50112,FL,2.5,100710,white,brown,capital one auto finance,7800,6100,Wed Jun 03 2015 02:10:00 GMT-0700 (PDT)
2007,BMW,3 Series,335i,Coupe,automatic,wbawb73557pv82440,MD,1.9,107320,silver,black,capital one auto finance,9950,8000,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
2007,BMW,3 Series,328i,Convertible,manual,wbawl13517px11140,MO,2.7,88919,black,beige,plaza motor company,12800,12000,Tue Jan 27 2015 03:00:00 GMT-0800 (PST)
2008,BMW,3 Series,328xi,Coupe,NA,wbawc335x8pd09312,PA,4.4,51897,gray,beige,adcock brothers inc,14450,15250,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2008,BMW,3 Series,335i,Convertible,automatic,wbawl73518px51397,TX,2.5,108820,beige,tan,texas direct auto,12500,10500,Wed Jan 14 2015 02:20:00 GMT-0800 (PST)
2008,BMW,3 Series,328i,Convertible,automatic,wbawl135x8px17746,MD,3.5,80291,white,tan,lexus of silver spring,13500,13100,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2008,BMW,3 Series,335i,Sedan,automatic,wbavb73518ky64276,TX,3.4,115076,blue,tan,wells fargo dealer services,8625,7400,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
2008,BMW,3 Series,335i,Sedan,automatic,wbavb735x8vh25507,MO,4.3,84519,silver,gray,autohaus bmw,10950,13000,Tue Feb 10 2015 03:00:00 GMT-0800 (PST)
2008,BMW,3 Series,328i,Sedan,automatic,wbavc53598fz86474,CA,4.7,78706,white,black,onemain rem/fmt enterprises inc,10400,13900,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2008,BMW,3 Series,328i,Sedan,automatic,wbavc53538fz85949,WI,2.3,72818,beige,tan,phil tolkan leasing co inc,10250,9000,Wed Jun 03 2015 03:00:00 GMT-0700 (PDT)
2008,BMW,3 Series,328i,sedan,automatic,wbava335x8kx88651,CA,2.9,99381,black,beige,bob baker jeep,8325,8500,Wed Jun 03 2015 05:15:00 GMT-0700 (PDT)
2008,BMW,3 Series,335i,sedan,automatic,wbavb73588p102291,FL,3.8,51876,silver,black,lauderdale imports ltd bmw pembrok pines,13500,14500,Fri Jun 12 2015 02:35:00 GMT-0700 (PDT)
2008,BMW,3 Series,328i,Sedan,automatic,wbava37528nl19398,FL,3.4,76039,black,purple,andrew thomas motorcars,10450,11300,Thu Jan 15 2015 01:50:00 GMT-0800 (PST)
2008,BMW,3 Series,335i,Convertible,automatic,wbawl73528px58777,CA,3.8,127537,black,black,logistics leasing,9550,13300,Wed Feb 11 2015 04:30:00 GMT-0800 (PST)
2008,BMW,3 Series,335i,Sedan,manual,wbavb77558nj97219,PA,3.5,47961,black,black,jim coleman toyota inc,15350,16300,Fri Feb 27 2015 01:00:00 GMT-0800 (PST)
2008,BMW,3 Series,328i,Sedan,automatic,wbava375x8nl50933,GA,2.8,109639,gray,black,santander consumer,8350,7200,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
2009,BMW,3 Series,335i,convertible,automatic,wbawl73539p180352,CA,3.9,49437,gold,tan,high bid trading co inc,18750,17000,Wed Jun 17 2015 05:15:00 GMT-0700 (PDT)
2009,BMW,3 Series,328i,Sedan,automatic,wbaph57529nm32172,NV,3.2,67899,black,black,unique autos,12350,13400,Fri Jan 23 2015 03:45:00 GMT-0800 (PST)
2010,BMW,3 Series,328i,coupe,automatic,wbawv1c51ap123837,CA,3.3,70371,white,black,newport lexus,14450,16750,Wed May 27 2015 05:15:00 GMT-0700 (PDT)
2010,BMW,3 Series,328i,Sedan,automatic,wbaph7g52anm53216,TX,3.6,37089,black,tan,mid city mcandrew motors,15400,17300,Thu May 21 2015 04:00:00 GMT-0700 (PDT)
2010,BMW,3 Series,328i xDrive,sedan,NA,wbapk5c55aa650772,PA,3.9,43383,white,tan,adcock brothers inc,15700,17300,Fri May 29 2015 02:00:00 GMT-0700 (PDT)
2010,BMW,3 Series,328i,Sedan,automatic,wbaph5g51anm70903,CA,3.1,86064,black,black,auto depot,11400,11250,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,BMW,3 Series,335d,Sedan,automatic,wbapn7c56ba949871,FL,3.7,88066,gray,gray,david j leahy jr,16100,16800,Thu May 28 2015 02:40:00 GMT-0700 (PDT)
2011,BMW,3 Series,328i,convertible,automatic,wbadw3c55be541461,NJ,4.3,23246,red,tan,bmw of mount laurel,23900,23000,Wed Jun 17 2015 02:30:00 GMT-0700 (PDT)
2011,BMW,3 Series,335is,Convertible,automatic,wbadx1c50be394287,CA,1.9,29374,gray,black,financial services remarketing (lease),30200,29000,Tue Jan 27 2015 04:30:00 GMT-0800 (PST)
2011,BMW,3 Series,335is,Coupe,automatic,wbakg1c50be362804,TX,2.5,61393,black,beige,fort worth audi,23800,22800,Thu Feb 05 2015 03:00:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,NA,wbaph7c54be678017,NJ,4.1,71713,white,tan,bmw of freehold,14800,13400,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2011,BMW,3 Series,335i xDrive,Sedan,automatic,wbapl5g56bnn22672,NV,3.9,34619,black,gray,financial services remarketing (lease),23700,23750,Thu Feb 19 2015 14:00:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5c52ba656448,NV,3.7,44905,black,black,financial services remarketing (lease),18700,18750,Thu Jan 22 2015 06:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g58bnm77199,GA,4.3,56406,white,tan,germain bmw of naples,17300,17400,Thu Jan 08 2015 10:00:00 GMT-0800 (PST)
2011,BMW,3 Series,335i,Coupe,automatic,wbakg7c54be264409,AZ,2.8,70161,gray,black,jim click ford lincoln mercury,19650,17000,Thu Jan 29 2015 03:00:00 GMT-0800 (PST)
2011,BMW,3 Series,335i,Coupe,automatic,wbakg7c53be801948,OH,3.8,10690,red,tan,bmw north america,24700,21500,Tue Feb 24 2015 06:00:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5c51bf125678,NV,4.6,39599,black,beige,financial services remarketing (lease),19300,18900,Thu Jan 22 2015 06:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5c51bf127768,WA,4.5,35419,white,black,financial services remarketing (lease),19850,19300,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph7g59bnn03756,CA,2.2,13613,silver,gray,financial services remarketing,20100,10100,Tue May 19 2015 05:30:00 GMT-0700 (PDT)
2011,BMW,3 Series,328i,sedan,NA,wbaph5c57bf093530,OH,2,47782,black,tan,financial services remarketing (lease),16100,17000,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph7c55be675501,FL,2.9,89898,white,brown,lauderdale imports ltd bmw pembrok pines,14300,13000,Fri Feb 06 2015 01:35:00 GMT-0800 (PST)
2011,BMW,3 Series,335i,Sedan,NA,wbapm5c53be578068,PA,4.1,20429,black,tan,bmw of alexandria,25700,24000,Fri Jan 30 2015 01:00:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c55bf093574,NV,3.9,23258,black,black,irvine bmw,20400,16500,Thu Jan 22 2015 06:30:00 GMT-0800 (PST)
